站号,站点名称,时间,温度,气压,湿度,风向,风速,降水量,能见度
54406,延庆,20240811155000,30.40,968.70,77.10,217.80,1.80,9.50,0.00
54416,密云,20240811155000,4.60,1047.40,77.30,316.50,6.10,5.20,2.10
54511,北京,20240811155000,24.60,994.00,90.40,182.00,9.20,14.00,12.80
58725,邵武,20240811155000,23.40,950.40,24.50,131.80,8.20,4.10,27.00
58730,武夷山,20240811155000,30.90,1037.10,11.30,256.40,1.00,0.40,29.40
58731,浦城,20240811155000,32.80,956.00,64.70,37.60,3.40,0.00,34.10
58734,建阳,20240811155000,19.70,1006.50,11.40,324.30,0.50,1.80,21.50
58737,建瓯,20240811155000,25.00,1041.80,34.40,48.40,2.20,4.10,20.20
58744,寿宁,20240811155000,0.70,1002.30,32.40,326.80,4.60,1.70,23.20
58754,福鼎,20240811155000,0.60,972.20,87.90,53.60,8.20,3.80,6.40
58818,宁化,20240811155000,26.80,989.80,10.50,61.50,1.50,7.90,21.10
58820,泰宁,20240811155000,7.10,1018.90,12.60,187.10,6.00,8.20,30.70
58834,南平,20240811155000,33.20,986.40,76.20,309.10,3.90,0.60,36.00
58837,尤溪,20240811155000,8.70,992.40,64.40,144.50,4.60,9.50,38.10
58843,霞浦,20240811155000,13.00,1015.30,34.50,14.80,0.40,8.20,31.50
58846,宁德,20240811155000,21.90,1017.30,32.60,104.00,6.20,15.30,6.30
58847,福州,20240811155000,2.20,1012.70,97.10,275.70,9.10,3.30,20.00
58911,长汀,20240811155000,18.00,997.10,71.20,171.90,9.50,4.90,36.40
58918,上杭,20240811155000,34.10,968.40,79.70,277.30,3.80,13.40,7.30
58921,永安,20240811155000,29.20,999.60,28.90,271.30,2.10,11.50,10.60
58926,漳平,20240811155000,28.60,972.00,56.90,291.00,4.80,1.20,1.90
58927,龙岩,20240811155000,19.10,997.70,92.00,197.40,4.90,1.20,9.30
58931,九仙山,20240811155000,9.40,964.10,65.80,33.80,7.80,6.70,31.10
58933,屏南,20240811155000,16.60,970.20,78.50,71.00,5.00,0.60,22.30
58936,仙游,20240811155000,7.20,1014.10,12.90,120.80,1.40,1.90,11.80
58944,平潭,20240811155000,21.40,1044.30,93.80,95.70,2.10,7.00,13.10
59113,永定,20240811155000,27.00,969.40,42.50,56.60,3.60,15.50,10.40
59126,漳州,20240811155000,21.60,984.20,56.80,288.20,9.60,14.50,39.20
59133,崇武,20240811155000,14.70,1033.10,86.70,11.90,2.40,1.70,7.90
59134,厦门,20240811155000,4.00,964.80,24.90,200.40,9.10,7.90,16.20
59321,东山,20240811155000,21.40,1024.90,64.50,158.60,4.40,10.20,15.30
52323,马鬃山,20240811155000,18.20,1035.70,50.90,139.80,5.20,4.90,23.20
52418,敦煌,20240811155000,34.80,988.60,87.60,259.50,1.70,2.30,26.60
52424,瓜州,20240811155000,9.40,974.00,64.50,278.40,4.00,1.50,34.10
52436,玉门镇,20240811155000,8.40,983.40,75.50,4.80,3.60,14.00,3.50
52446,鼎新,20240811155000,18.20,1002.30,34.00,256.40,3.20,6.10,31.40
52447,金塔,20240811155000,3.40,988.30,34.60,348.50,6.90,3.40,8.00
52533,酒泉,20240811155000,33.90,971.70,89.90,173.30,1.00,0.40,11.70
52546,高台,20240811155000,25.00,959.10,51.00,233.40,7.80,14.50,33.50
52652,张掖,20240811155000,31.40,1026.60,62.20,94.60,4.10,1.40,26.20
52661,山丹,20240811155000,7.30,1041.50,52.80,321.00,5.00,6.60,29.50
52674,永昌,20240811155000,17.00,1040.00,27.50,275.90,1.70,11.40,4.40
52679,武威,20240811155000,22.90,957.10,21.30,203.00,6.20,4.40,31.60
52681,民勤,20240811155000,4.00,988.90,70.30,150.60,0.70,12.50,0.40
52787,乌鞘岭,20240811155000,29.80,963.90,76.60,67.40,0.70,15.40,28.40
52797,景泰,20240811155000,5.70,972.00,77.90,42.90,7.20,10.60,34.00
52884,皋兰,20240811155000,9.00,1043.30,68.40,142.10,0.40,9.80,20.30
52895,靖远,20240811155000,6.80,987.40,87.20,281.10,6.30,3.50,26.90
52983,榆中,20240811155000,27.30,1010.10,67.40,352.30,9.20,6.00,19.70
52984,临夏,20240811155000,9.90,998.70,98.10,310.90,5.90,2.00,33.80
52986,临洮,20240811155000,13.20,1026.70,63.10,347.40,5.20,13.50,9.50
52996,华家岭,20240811155000,5.60,1016.50,39.90,52.60,3.90,5.10,8.90
53821,环县,20240811155000,10.50,1034.60,65.90,117.80,9.90,7.30,30.10
53915,崆峒,20240811155000,24.20,1002.50,95.10,314.30,1.20,5.20,25.20
53923,西峰,20240811155000,2.40,984.50,94.30,355.60,6.40,5.40,23.00
56074,玛曲,20240811155000,6.60,1044.10,37.70,112.40,0.70,12.80,0.20
56080,合作,20240811155000,29.60,1019.90,69.20,195.30,9.80,5.10,33.10
56093,岷县,20240811155000,19.90,1013.60,78.50,349.30,1.30,7.60,23.70
56096,武都,20240811155000,7.80,1042.00,44.10,350.20,6.50,2.40,25.80
57014,麦积,20240811155000,2.90,1041.00,74.00,219.70,5.20,10.90,12.10
57996,南雄,20240811155000,21.10,1029.80,62.40,100.90,9.70,8.80,16.30
59072,连州,20240811155000,34.70,1027.10,84.60,239.70,0.70,7.10,29.00
59082,韶关,20240811155000,17.00,971.90,97.90,299.80,4.00,4.10,5.20
59087,佛冈,20240811155000,10.70,1015.70,21.00,223.90,2.00,14.20,3.60
59088,英德,20240811155000,17.40,1047.20,71.00,193.50,7.00,2.60,14.40
59096,连平,20240811155000,6.90,1025.40,65.90,171.90,2.50,14.60,6.80
59097,新丰,20240811155000,3.40,1023.70,25.80,100.40,0.90,15.00,35.50
59107,龙川,20240811155000,24.90,981.10,80.70,95.80,2.00,11.00,39.70
59116,大埔,20240811155000,29.00,982.40,53.40,231.60,4.80,9.60,25.10
59117,梅县,20240811155000,11.80,1038.20,14.80,19.00,3.60,4.70,30.90
59271,广宁,20240811155000,21.10,961.30,77.70,84.50,0.30,12.70,20.10
59278,高要,20240811155000,21.20,992.90,70.80,111.30,9.20,14.80,7.10
59280,清远,20240811155000,1.30,1023.80,92.10,120.50,1.40,0.70,32.20
59287,广州,20240811155000,31.30,980.30,72.50,103.30,8.50,7.30,2.30
59289,东莞,20240811155000,12.10,978.10,58.40,253.40,4.60,5.30,13.10
59293,河源,20240811155000,4.90,1015.30,98.40,321.30,8.20,7.30,27.80
59294,增城,20240811155000,22.50,991.30,30.20,74.00,0.30,0.30,29.70
59298,惠阳,20240811155000,11.70,963.00,27.10,58.00,3.30,5.70,1.40
59303,五华,20240811155000,12.00,1007.00,28.90,174.30,0.30,6.60,27.70
59304,紫金,20240811155000,30.20,1029.10,66.00,145.10,4.40,11.60,21.70
59306,揭西,20240811155000,32.90,1048.90,19.50,80.60,5.40,15.70,29.80
59310,丰顺,20240811155000,5.70,1042.00,99.50,237.50,0.20,4.70,10.70
59316,汕头,20240811155000,28.70,1031.60,27.30,175.70,3.80,1.50,30.00
59317,惠来,20240811155000,24.40,1034.10,72.90,159.60,3.20,8.90,19.90
59324,南澳,20240811155000,12.90,1038.60,71.60,46.00,2.70,3.20,6.60
59456,信宜,20240811155000,28.20,996.10,31.60,303.90,3.40,11.10,16.60
59462,罗定,20240811155000,28.60,1033.00,47.40,112.40,4.60,2.70,8.10
59478,台山,20240811155000,13.70,986.20,23.40,223.10,5.50,6.30,22.70
59485,中山,20240811155000,4.00,985.30,72.60,96.90,9.10,7.50,18.10
59488,珠海,20240811155000,31.80,1015.90,19.90,55.20,2.00,11.50,34.40
59493,深圳,20240811155000,5.40,1012.60,21.00,94.30,0.90,14.40,1.90
59501,汕尾,20240811155000,10.70,958.40,65.20,114.40,9.80,6.60,17.50
59658,湛江,20240811155000,10.40,975.00,10.20,149.40,5.50,6.10,1.50
59663,阳江,20240811155000,34.60,967.60,49.60,331.60,3.50,15.50,26.90
59664,电白,20240811155000,5.70,961.00,46.50,291.40,8.80,11.50,25.70
59673,上川岛,20240811155000,24.90,1011.20,72.80,45.70,4.80,4.00,35.30
59754,徐闻,20240811155000,9.60,991.90,62.90,220.00,6.90,0.30,4.60
57947,融安,20240811155000,27.60,1031.60,96.10,332.20,9.20,1.70,19.00
57957,桂林,20240811155000,12.90,1030.40,81.10,288.70,6.60,1.60,20.10
57958,雁山,20240811155000,0.70,1010.40,81.00,295.60,6.80,7.80,16.50
59021,凤山,20240811155000,16.60,1001.80,71.90,6.20,8.90,4.00,21.50
59023,河池,20240811155000,5.80,978.30,76.10,128.60,0.00,0.30,20.80
59027,巴马,20240811155000,24.40,983.20,65.10,302.40,3.70,4.20,31.10
59037,都安,20240811155000,15.50,983.90,11.20,66.20,4.30,4.20,37.10
59046,柳州,20240811155000,31.30,1026.00,93.60,247.90,3.00,9.50,9.30
59058,蒙山,20240811155000,22.00,1015.50,50.80,83.00,9.10,9.00,11.70
59065,八步,20240811155000,19.30,974.50,57.70,238.70,7.70,14.80,21.10
59209,那坡,20240811155000,16.60,984.30,67.40,222.20,8.20,10.60,3.60
59211,百色,20240811155000,7.70,956.00,40.70,184.00,7.20,14.40,27.10
59218,靖西,20240811155000,0.50,985.10,76.40,287.50,5.90,11.30,5.70
59228,平果,20240811155000,15.20,989.50,62.60,314.50,4.00,11.60,28.40
59242,来宾,20240811155000,31.90,983.60,29.60,258.80,7.90,1.00,36.20
59254,桂平,20240811155000,21.30,960.90,69.80,84.20,2.10,3.80,23.40
59265,梧州,20240811155000,19.40,960.20,90.50,4.90,0.50,15.00,7.60
59417,龙州,20240811155000,1.60,999.50,58.50,211.80,9.00,13.20,1.50
59431,南宁,20240811155000,3.20,1022.00,20.00,205.10,5.60,7.60,23.90
59446,灵山,20240811155000,23.80,1021.80,60.10,180.10,7.90,7.20,24.40
59453,玉林,20240811155000,25.10,981.00,13.00,359.50,6.40,5.60,39.60
59626,东兴,20240811155000,27.10,1005.80,47.20,43.80,5.30,15.70,10.80
59631,防城,20240811155000,4.50,982.10,82.40,57.70,4.10,10.40,22.80
59632,钦州,20240811155000,5.00,967.20,22.00,273.80,4.20,1.30,13.90
59644,北海,20240811155000,27.20,997.70,13.50,47.50,8.70,7.80,7.00
59647,涠洲岛,20240811155000,15.30,1015.40,71.80,302.50,6.40,1.00,21.50
56691,威宁,20240811155000,1.70,969.90,82.30,11.20,2.10,15.90,28.90
56693,水城,20240811155000,26.20,987.50,76.90,276.40,4.70,12.10,30.20
56792,普安,20240811155000,19.20,971.50,29.40,276.40,9.20,12.10,39.10
56793,盘县,20240811155000,8.20,1029.90,31.30,133.50,5.30,11.10,31.20
57606,桐梓,20240811155000,31.70,962.10,87.90,138.60,2.00,11.50,25.00
57614,习水,20240811155000,4.30,985.40,59.10,290.80,3.00,8.10,7.20
57625,正安,20240811155000,22.90,1010.20,47.50,332.30,6.90,4.90,3.90
57647,松桃,20240811155000,31.20,995.00,53.00,4.60,0.20,12.30,18.10
57707,毕节,20240811155000,5.50,997.40,54.60,22.50,4.70,12.50,36.30
57710,仁怀,20240811155000,7.00,958.00,61.40,121.30,8.70,14.50,7.30
57712,汇川,20240811155000,6.90,1031.80,94.60,245.00,2.10,7.30,17.40
57718,息烽,20240811155000,34.20,1029.40,31.30,220.40,9.60,0.40,25.00
57722,湄潭,20240811155000,24.80,1033.90,18.40,320.60,1.40,6.20,23.10
57729,余庆,20240811155000,16.30,980.70,74.60,163.30,4.00,4.00,39.90
57731,思南,20240811155000,32.70,971.80,87.20,34.80,3.60,9.00,39.80
57741,铜仁,20240811155000,25.90,974.30,57.20,215.20,8.90,1.80,30.80
57803,黔西,20240811155000,28.60,988.20,51.10,98.40,2.10,12.70,19.00
57805,织金,20240811155000,18.70,1032.90,57.30,190.10,8.80,4.00,28.60
57806,安顺,20240811155000,12.80,1033.20,28.50,110.70,5.00,15.00,25.50
57816,贵阳,20240811155000,28.90,978.00,80.60,160.00,7.60,1.00,10.40
57825,凯里,20240811155000,31.50,1016.80,21.30,120.30,0.20,15.60,18.80
57827,都匀,20240811155000,12.60,1002.30,23.00,101.50,0.40,6.40,6.80
57832,三穗,20240811155000,14.20,1027.60,35.50,37.30,0.80,11.20,28.00
57839,黎平,20240811155000,31.10,1000.20,38.80,65.00,3.50,0.60,25.00
57840,天柱,20240811155000,11.30,1047.60,75.50,78.00,9.70,0.00,38.40
57902,兴仁,20240811155000,34.90,964.80,72.40,312.70,2.30,5.40,14.30
57906,望谟,20240811155000,2.70,961.00,91.10,307.10,8.60,11.80,24.40
57907,兴义,20240811155000,14.50,1001.10,57.70,165.80,6.50,3.70,30.80
57910,紫云,20240811155000,0.20,1046.30,21.00,121.50,9.10,1.70,34.80
57912,惠水,20240811155000,18.80,1038.90,53.20,4.00,3.70,5.60,36.70
57916,罗甸,20240811155000,1.00,1036.20,26.20,353.90,7.30,6.60,21.10
57922,独山,20240811155000,5.90,1044.40,25.50,210.60,0.70,0.40,16.40
57926,荔波,20240811155000,2.30,1030.10,82.40,182.50,1.60,8.70,19.30
57932,榕江,20240811155000,5.80,960.40,79.30,349.60,4.60,10.50,33.60
59758,海口,20240811155000,3.30,1033.30,55.60,159.60,9.50,7.80,33.50
59838,东方,20240811155000,7.00,984.40,14.60,308.00,4.10,15.40,38.60
59845,儋州,20240811155000,14.80,973.80,10.30,202.10,9.20,12.70,19.90
59849,琼中,20240811155000,20.80,951.40,84.40,271.60,7.10,11.70,21.30
59855,琼海,20240811155000,26.70,991.40,90.10,355.20,9.90,11.70,34.80
59948,三亚,20240811155000,9.40,1032.80,53.60,206.70,7.20,6.20,34.70
59954,陵水,20240811155000,16.50,963.60,58.50,341.40,2.70,14.80,18.70
59981,西沙,20240811155000,26.90,956.80,48.60,117.90,3.40,4.20,29.60
53399,张北,20240811155000,20.50,1017.10,36.10,147.40,8.50,11.40,22.70
53593,蔚县,20240811155000,33.60,997.20,42.70,308.30,5.20,12.30,35.00
53698,石家庄,20240811155000,12.40,979.80,49.70,99.00,8.60,5.40,35.60
53798,邢台,20240811155000,6.30,1022.30,14.30,178.40,4.30,0.20,16.40
54308,丰宁,20240811155000,17.70,986.40,71.20,208.30,8.80,15.30,30.90
54311,围场,20240811155000,27.50,1048.70,63.60,106.20,1.10,13.60,14.50
54401,张家口,20240811155000,31.30,1003.10,39.50,144.00,2.90,10.40,38.20
54405,怀来,20240811155000,21.60,1037.80,73.80,268.10,5.30,0.10,6.60
54423,承德,20240811155000,14.80,981.50,38.20,262.60,3.20,11.40,26.10
54429,遵化,20240811155000,2.00,991.90,37.00,264.50,5.80,1.90,5.90
54436,青龙,20240811155000,17.00,1037.50,85.60,178.50,0.60,9.10,2.50
54449,秦皇岛,20240811155000,3.80,1024.70,45.90,180.40,7.80,13.70,8.50
54518,霸州,20240811155000,28.10,963.10,10.30,98.00,4.60,7.70,35.80
54534,唐山,20240811155000,23.00,1048.30,41.90,65.00,0.20,10.10,4.80
54535,唐海,20240811155000,1.10,990.00,90.70,268.30,2.70,13.60,6.80
54539,乐亭,20240811155000,23.60,976.70,59.40,177.40,6.70,13.30,33.00
54602,保定,20240811155000,29.50,1000.30,16.70,142.80,8.60,10.30,36.00
54606,饶阳,20240811155000,28.20,956.00,81.80,266.30,4.40,8.90,6.50
54618,泊头,20240811155000,34.60,1033.10,51.30,15.90,8.30,1.30,4.20
54624,黄骅,20240811155000,31.30,988.90,21.10,274.90,0.80,15.70,7.50
54705,南宫,20240811155000,22.70,971.00,20.50,127.20,6.50,13.20,25.30
53898,安阳,20240811155000,20.10,964.70,81.30,123.60,0.80,8.40,25.10
53986,新乡,20240811155000,25.20,1047.30,21.60,205.00,5.60,6.20,16.20
57051,三门峡,20240811155000,24.20,960.70,70.40,265.50,4.80,15.50,20.40
57067,卢氏,20240811155000,5.80,1012.40,23.10,93.60,3.50,15.60,16.00
57071,孟津,20240811155000,15.20,1026.00,61.30,10.40,0.80,9.90,14.00
57077,栾川,20240811155000,1.80,956.30,89.10,67.20,8.80,9.90,27.40
57083,郑州,20240811155000,4.50,1014.10,63.60,38.90,0.00,0.10,24.40
57084,嵩山,20240811155000,24.80,1000.80,50.00,270.90,3.30,7.10,4.50
57089,许昌,20240811155000,22.00,971.90,65.70,17.20,7.90,9.10,22.80
57091,开封,20240811155000,8.90,960.20,92.00,290.70,6.50,10.30,33.10
57156,西峡,20240811155000,5.30,1042.30,20.60,145.00,1.60,8.20,19.10
57178,南阳,20240811155000,21.90,953.50,53.50,86.90,4.40,11.50,37.80
57181,宝丰,20240811155000,7.90,1036.60,17.50,90.10,8.50,13.30,22.50
57193,西华,20240811155000,6.70,955.60,70.60,300.80,5.80,0.60,26.80
57285,桐柏,20240811155000,7.50,1009.00,69.90,198.00,6.50,8.50,18.30
57290,驻马店,20240811155000,13.30,1010.00,97.40,70.20,3.50,9.00,37.20
57297,信阳,20240811155000,18.10,1049.70,80.20,251.20,6.40,11.80,21.30
58005,商丘,20240811155000,15.10,966.30,13.90,127.00,7.10,12.50,27.90
58111,永城,20240811155000,2.90,1022.30,44.70,335.60,6.50,10.60,13.60
58208,固始,20240811155000,13.00,1000.40,81.90,126.40,0.40,0.60,31.80
50136,漠河,20240811155000,4.10,1035.60,99.00,262.30,5.30,6.50,33.50
50246,塔河,20240811155000,6.90,992.30,60.10,292.30,3.80,9.20,19.30
50247,呼中,20240811155000,20.90,1003.70,52.40,119.00,1.20,9.10,14.60
50349,新林,20240811155000,12.80,957.00,98.20,80.80,2.60,15.40,2.40
50353,呼玛,20240811155000,3.00,950.00,64.30,227.30,0.80,10.50,9.60
50442,加格达奇,20240811155000,31.30,963.00,28.40,323.50,0.50,0.50,15.80
50468,爱辉,20240811155000,24.30,1007.70,60.30,150.40,6.60,8.80,29.40
50557,嫩江,20240811155000,7.80,1015.10,14.00,115.60,7.30,3.50,31.70
50564,孙吴,20240811155000,4.90,1028.10,64.10,118.10,3.30,15.60,25.50
50656,北安,20240811155000,19.30,1027.40,40.30,50.60,0.40,12.70,9.30
50658,克山,20240811155000,6.20,1027.20,15.10,120.50,0.10,10.70,26.20
50674,乌伊岭,20240811155000,11.70,1033.50,15.60,24.60,3.80,3.70,15.40
50739,龙江,20240811155000,1.20,952.40,87.10,51.10,0.50,12.50,4.50
50742,富裕,20240811155000,14.00,1005.30,80.00,158.30,2.70,12.30,4.10
50745,齐齐哈尔,20240811155000,8.40,994.30,63.50,94.60,1.50,9.80,10.30
50756,海伦,20240811155000,6.70,1034.50,56.50,43.60,3.20,15.40,23.40
50758,明水,20240811155000,27.10,972.30,48.90,53.50,4.70,1.20,19.80
50774,伊春,20240811155000,25.40,982.90,24.30,124.60,8.30,9.50,2.90
50778,同江,20240811155000,6.20,1019.90,57.00,89.80,4.20,7.70,19.60
50788,富锦,20240811155000,0.90,999.60,65.20,157.80,9.30,0.90,36.70
50844,泰来,20240811155000,27.80,994.30,20.10,130.10,6.60,11.00,23.60
50853,北林,20240811155000,6.50,1045.50,33.40,282.10,8.40,11.80,6.70
50854,安达,20240811155000,11.90,1027.30,69.60,303.40,2.40,3.90,33.20
50862,铁力,20240811155000,6.80,997.60,52.90,38.00,2.40,14.10,31.00
50873,佳木斯,20240811155000,26.80,965.00,57.70,289.60,9.40,7.90,19.70
50877,依兰,20240811155000,6.20,992.10,73.30,227.80,7.60,9.90,25.10
50888,宝清,20240811155000,1.30,974.90,31.90,253.20,7.50,4.70,36.60
50950,肇州,20240811155000,25.10,1018.60,59.90,282.20,1.50,6.00,0.20
50953,哈尔滨,20240811155000,3.90,986.10,86.40,340.90,6.30,14.20,30.50
50955,双城,20240811155000,10.90,1027.30,75.40,42.20,9.40,11.90,25.20
50963,通河,20240811155000,17.30,1011.10,80.30,153.60,6.00,2.20,2.00
50968,尚志,20240811155000,23.50,984.20,78.70,153.90,8.00,7.80,36.10
50973,勃利,20240811155000,4.50,967.00,51.50,8.70,3.10,9.90,29.60
50978,鸡西,20240811155000,34.60,962.10,95.40,175.60,4.60,8.00,17.80
50983,虎林,20240811155000,14.10,1010.00,58.20,71.60,1.10,8.50,25.20
54094,牡丹江,20240811155000,32.30,996.00,22.40,1.10,0.20,13.10,35.00
54096,绥芬河,20240811155000,3.20,950.10,61.10,343.00,7.10,14.60,31.70
57251,郧西,20240811155000,15.40,1030.50,81.30,80.10,7.90,15.90,15.70
57256,十堰,20240811155000,2.50,998.00,38.70,191.80,3.20,10.90,18.60
57259,房县,20240811155000,14.30,1040.60,53.80,46.60,6.60,10.30,7.70
57265,老河口,20240811155000,16.80,1032.60,37.90,350.30,8.00,5.00,13.30
57278,襄樊,20240811155000,20.30,976.80,65.00,315.80,2.60,13.50,31.10
57279,枣阳,20240811155000,25.70,978.70,42.00,218.20,6.70,9.90,5.30
57355,巴东,20240811155000,24.90,982.80,63.90,119.40,8.60,15.00,1.20
57358,秭归,20240811155000,0.30,974.50,54.20,147.30,2.30,2.10,17.60
57359,兴山,20240811155000,5.30,956.40,36.10,125.90,3.20,7.10,36.90
57363,南漳,20240811155000,26.00,997.90,48.00,56.70,6.60,9.20,30.20
57378,钟祥,20240811155000,28.50,981.10,75.50,303.60,9.10,6.60,23.00
57381,随州,20240811155000,2.70,987.60,69.40,328.20,7.30,7.60,35.60
57395,大悟,20240811155000,19.70,975.80,88.40,35.20,7.40,10.60,1.10
57399,麻城,20240811155000,20.80,970.90,78.00,146.90,8.80,13.20,3.60
57439,利川,20240811155000,15.60,996.40,43.80,269.10,2.70,8.50,12.70
57445,建始,20240811155000,21.80,964.40,20.90,4.80,7.20,10.40,13.00
57447,恩施,20240811155000,19.60,1019.20,98.60,139.50,5.00,4.30,14.70
57458,五峰,20240811155000,12.60,956.90,81.10,293.50,7.80,12.30,0.40
57461,宜昌,20240811155000,16.90,1010.80,29.20,12.50,2.40,12.30,36.90
57476,荆州,20240811155000,10.20,1018.00,64.80,62.20,2.40,3.80,27.00
57482,孝感,20240811155000,34.70,1031.40,55.30,294.30,0.60,7.10,29.00
57483,天门,20240811155000,15.90,1001.40,83.70,298.50,3.50,10.00,27.20
57493,江夏,20240811155000,1.60,1004.40,62.80,328.50,0.40,6.10,16.20
57494,武汉,20240811155000,2.80,1015.60,18.30,88.00,3.60,5.20,25.50
57545,来凤,20240811155000,31.30,1014.20,52.50,321.00,0.80,3.00,10.50
57573,监利,20240811155000,16.40,1012.20,79.50,27.50,3.60,14.40,1.30
57581,洪湖,20240811155000,27.40,1033.70,43.70,139.00,3.30,14.60,27.50
57583,嘉鱼,20240811155000,23.70,1033.90,18.90,16.50,9.50,7.30,19.80
57595,通山,20240811155000,8.30,950.50,95.30,244.80,9.90,5.00,5.80
58402,英山,20240811155000,10.70,1026.10,31.50,207.30,3.50,6.20,30.10
58407,黄石,20240811155000,12.30,989.90,41.40,84.70,3.60,15.10,23.70
58500,阳新,20240811155000,31.90,1026.90,71.20,255.80,0.80,2.20,32.30
57554,桑植,20240811155000,20.50,1042.70,32.10,339.10,3.20,12.60,23.90
57562,石门,20240811155000,28.30,955.70,85.00,269.00,7.00,4.50,31.50
57574,南县,20240811155000,30.50,952.80,11.60,152.80,7.90,5.00,37.60
57584,岳阳,20240811155000,16.50,1033.40,21.30,93.60,0.30,8.60,29.40
57642,保靖,20240811155000,6.40,988.00,91.70,221.90,0.70,13.10,36.20
57649,吉首,20240811155000,19.10,1011.70,80.20,7.40,2.60,13.20,31.60
57655,沅陵,20240811155000,29.60,1026.90,53.10,270.10,4.90,4.80,18.20
57662,常德,20240811155000,2.80,1043.00,45.80,274.30,1.60,13.10,3.10
57669,安化,20240811155000,32.20,954.90,12.50,143.60,8.10,9.50,0.70
57671,沅江,20240811155000,9.00,1003.80,47.00,223.10,5.50,12.40,25.70
57673,湘阴,20240811155000,18.40,967.60,77.30,233.00,9.70,3.70,18.40
57679,马坡岭,20240811155000,9.70,1010.50,46.60,317.50,8.70,12.40,27.10
57682,平江,20240811155000,0.40,974.70,80.20,267.60,4.90,10.00,6.40
57687,长沙,20240811155000,13.00,1017.50,82.30,67.10,1.30,15.30,5.40
57745,芷江,20240811155000,12.00,976.90,91.20,265.40,9.70,11.70,13.70
57749,怀化,20240811155000,24.50,1009.40,32.10,154.20,5.10,7.90,26.90
57752,溆浦,20240811155000,3.90,961.50,94.00,319.50,6.20,4.30,22.30
57758,洞口,20240811155000,31.30,1027.50,28.70,254.60,5.00,7.00,1.70
57761,新化,20240811155000,26.50,1035.60,92.30,233.50,2.50,4.70,14.20
57766,邵阳市,20240811155000,7.50,1042.50,27.90,37.00,7.10,4.00,26.40
57774,双峰,20240811155000,27.30,969.10,53.30,101.40,0.60,3.40,16.10
57776,南岳,20240811155000,2.00,956.90,38.40,238.40,9.60,14.30,13.00
57779,攸县,20240811155000,4.60,1043.30,19.90,186.10,4.10,12.20,14.80
57780,株洲,20240811155000,16.90,986.20,39.00,189.40,3.90,4.10,21.60
57841,靖州,20240811155000,26.00,1017.30,78.00,68.50,6.40,8.50,5.10
57845,通道,20240811155000,7.00,1009.10,71.20,79.10,6.00,3.60,32.70
57853,武冈,20240811155000,25.60,951.90,15.70,25.40,0.50,2.80,6.70
57857,城步,20240811155000,19.60,973.00,26.80,181.70,4.40,9.00,11.10
57860,邵阳县,20240811155000,3.30,1003.20,77.90,284.60,0.50,11.90,33.10
57866,永州,20240811155000,17.00,977.70,93.50,239.20,6.80,6.70,33.50
57872,衡阳市,20240811155000,28.10,979.60,26.20,48.90,6.70,3.10,34.40
57874,常宁,20240811155000,12.20,1007.90,36.30,157.10,6.20,13.10,18.80
57889,桂东,20240811155000,25.60,1004.20,95.20,269.00,2.60,8.30,28.80
57965,道县,20240811155000,8.10,1049.50,21.90,5.30,7.20,7.40,39.80
57972,郴州,20240811155000,9.00,1015.40,43.30,42.10,5.00,6.80,11.10
